title,author,date,abstract,url
Vegetarian Lasagna Bolognese,Alexa Weibel,2021-02-11T00:00:00+0000,,https://cooking.nytimes.com/recipes/1021917-vegetarian-lasagna-bolognese
Stop and Make This Rice Pudding,By Sam Sifton,2021-03-01T15:30:03+0000,"Warm and smoky with spices, this take, from Sara Mardanbigi and Edgar Rico of Nixta Taqueria, is worth making 〞 and soon.",https://www.nytimes.com/2021/03/01/dining/stop-and-make-this-rice-pudding.html
A Ride of a Lifetime to a Catskills Retreat,By Rosalie R. Radomsky,2021-08-06T09:00:13+0000,Florence Johnson met Dr. Nima Yazdanpanah when she got a ride with him in 2019 to a weekend spiritual retreat in upstate New York.,https://www.nytimes.com/2021/08/06/style/florence-johnson-nima-yazdanpanah-wedding.html
You＊ll Want Gravy With That,By Tejal Rao,2021-11-18T18:00:05+0000,Here＊s how to get an umami-packed sauce without the turkey drippings.,https://www.nytimes.com/2021/11/18/dining/how-to-make-vegetarian-thanksgiving-gravy.html
Welcome to Mushroom Week!,By Tejal Rao,2021-10-07T17:00:05+0000,A celebration of one of the most delicious and versatile vegetarian ingredients we know.,https://www.nytimes.com/2021/10/07/dining/vegetarian-mushroom-recipes.html
"From Gerardo Gonzalez, A Chilled Hibiscus Soup",By Marian Bull,2021-04-12T09:02:54+0000,"The vegan, floral dish was among those that the chef, who＊s been tinkering with the recipe for years, made for his quarantine pod.",https://www.nytimes.com/2021/04/12/t-magazine/recipe-chilled-soup-birria-borscht.html
"David Mintz, Whose Tofutti Made Bean Curd Cool, Dies at 89",By Sam Roberts,2021-03-05T20:52:46+0000,"He set out to create an ice cream substitute for people who keep kosher. He created a phenomenon, also loved by vegans, diabetics and people with milk allergies.",https://www.nytimes.com/2021/03/05/business/david-mintz-dead.html
Want to Be Mayor of New York? Better Know Your Wings and Dumplings,By Emma G. Fitzsimmons,2021-02-25T10:00:22+0000,"Food can be a unifying or divisive factor in New York City politics, with people taking sides on pizza slices, deli choices and utensil selection.",https://www.nytimes.com/2021/02/25/nyregion/food-mayor-race-nyc.html
What to Cook This Week,By Sam Sifton,2021-07-04T14:30:00+0000,"Set yourself up with a holiday spread: hot dogs with pico de gallo, vegan cheeseburgers and much more.",https://www.nytimes.com/2021/07/04/dining/what-to-cook-this-week.html
Let＊s Play Recipe Matchmaker,NA,2021-06-30T15:35:23+0000,"Cooking readers sent in requests, and Tanya Sichynsky, a senior staff editor, paired them with dishes.",https://www.nytimes.com/interactive/2021/06/30/dining/recipe-suggestions.html
8 Eco-Friendly Wedding Gifts,By Hilary Sheinbaum,2021-12-02T10:00:15+0000,"Sustainable living experts share ideas to help couples live a little greener, from ugly (but plenty edible) produce to recyclable linens.",https://www.nytimes.com/2021/12/02/style/wedding-gifts-eco-friendly.html
Olive Oil Conquers the Plant-Based Dessert,By Florence Fabricant,2021-05-03T20:45:49+0000,"Wildgood, a new frozen dessert brand from a Greek ice cream specialist, is an airy confection made with extra-virgin olive oil.",https://www.nytimes.com/2021/05/03/dining/wildgood-frozen-dessert.html
Unlocking the Secrets of Your Pantry,By Yotam Ottolenghi,2021-01-15T16:10:46+0000,"So much of 2020 was about starting from staples, but Yotam Ottolenghi hopes we can keep those cooking lessons in the new year.",https://www.nytimes.com/2021/01/15/dining/fried-pasta-recipe.html
17 Super Bowl Recipes for the Tiniest Tailgate,By Tanya Sichynsky,2021-02-04T20:03:18+0000,"These dishes will help keep things festive, whether you＊re watching the game alone, with a roommate or just family.",https://www.nytimes.com/2021/02/04/dining/super-bowl-recipes-tailgate.html
16 Slow Cooker Recipes That You Can Prep and Forget,By Margaux Laskey,2021-10-13T09:00:27+0000,These dishes require a little fuss now for a big payoff later.,https://www.nytimes.com/article/best-slow-cooker-recipes.html
Transcript: Ezra Klein Interviews Eric Adams,NA,2021-10-01T17:00:03+0000,A conversation with the Democratic nominee for New York mayor,https://www.nytimes.com/2021/10/01/podcasts/transcript-ezra-klein-interviews-eric-adams.html
How to Make Chile Crisp in 10 Minutes,NA,2021-07-19T18:25:02+0000,"Genevieve Ko will show you how to make this crunchy, spicy, fast version.",https://www.nytimes.com/interactive/2021/07/19/dining/how-to-make-chile-crisp.html
U.S. restaurants scramble to reimpose rules.,By Christina Morales,2021-07-30T15:36:48+0000,"As the Delta variant of the coronavirus has become the most predominant variant in the United States and medical experts issue confusing advice, restaurateurs find themselves once again making difficult decisions. Where laws allow, many have begun requiring patrons to bring proof of vaccination before dining.",https://www.nytimes.com/2021/07/30/world/us-restaurants-scramble-to-reimpose-rules.html
The Back Story on the TikTok Necklace,By Kathleen Beckett,2021-07-05T09:08:06+0000,Vivienne Westwood designed the three-strand pearl choker more than 30 years ago.,https://www.nytimes.com/2021/07/05/fashion/jewelry-pearl-choker-vivienne-westwood.html
New York Fashion Week: Day 1,By Jessica Testa,2021-09-08T16:34:27+0000,A sneaker meets a bed skirt in Brooklyn.,https://www.nytimes.com/2021/09/08/style/nyfw-day-1.html
How far can you go with lab-made food substitutes? This reporter found out.,NA,2021-02-22T10:05:26+0000,A slew of venture-backed companies envision a world where we sit down for dinner and brag that no animals were harmed in the production of this carbon-neutral porterhouse steak. They want to Impossible Burger our entire diet.,https://www.nytimes.com/2021/02/22/business/how-far-can-you-go-with-lab-made-food-substitutes-this-reporter-found-out.html
New in Paperback: ＆Wild Minds＊ and ＆People From My Neighborhood＊,By Miguel Salazar,2021-12-17T10:00:02+0000,Six new paperbacks to check out this week.,https://www.nytimes.com/2021/12/17/books/review/new-paperbacks.html
20 Easy Recipes for Valentine＊s Day,By Margaux Laskey,2021-02-10T14:36:27+0000,Love means never having to spend hours cooking a special meal.,https://www.nytimes.com/article/easy-valentines-day-recipes.html
Investors Bet on Foie Gras Grown From Cells in a Lab,By Jenny Gross,2021-07-17T14:46:04+0000,"Gourmey, a start-up based in Paris, received an additional $10 million in seed funding this week. The company hopes to find a market in the United States amid growing concerns about animal cruelty.",https://www.nytimes.com/2021/07/17/business/smallbusiness/foie-gras-lab-grown.html
11 Delicious Recipes to Celebrate Canadian Thanksgiving,By Sara Bonisteel,2021-10-05T19:36:43+0000,"Whether you＊re looking for a roast turkey recipe or a new vegetarian dish, New York Times Cooking has your Thanksgiving dinner covered.",https://www.nytimes.com/article/canada-thanksgiving-recipes.html
Our Most Popular Recipes of 2021,By Margaux Laskey,2021-12-03T18:32:58+0000,A countdown of the delicious dishes our readers viewed the most this year.,https://www.nytimes.com/2021/12/03/dining/2021-most-popular-recipes.html
"With 4 Color Books, Bryant Terry Looks to Color Outside the Lines",By Korsha Wilson,2021-10-04T18:09:38+0000,The chef and cookbook author is heading up a new imprint to give chefs of color a leg up in the historically insular publishing industry.,https://www.nytimes.com/2021/10/04/dining/bryant-terry-chef-cookbook-author.html
6 Tips for Giving a Great Gift,By Dorie Chevlen,2021-12-01T20:29:20+0000,"When in doubt, consider an experiential gift.",https://www.nytimes.com/interactive/2021/12/01/smarter-living/wirecutter/giving-good-gifts.html
Roasted Squash Is the Start of Something Beautiful,By Tejal Rao,2021-10-14T17:00:04+0000,"Turn it into cozy rice porridge or a warm lentil salad, or dress it up with an all-purpose savory topping.",https://www.nytimes.com/2021/10/14/dining/roasted-squash-recipes.html
A Spring Fashion Issue for an Optimistic Future,By Hanya Yanagihara,2021-02-08T13:00:07+0000,"Let us greet the new year with enthusiasm, without forgetting the lessons of the old one.",https://www.nytimes.com/2021/02/08/t-magazine/spring-womens-fashion.html
Meals for a New Year,By Emily Weinstein,2021-01-01T17:30:03+0000,Start the new year with a lovable combination: chicken soup with rice.,https://www.nytimes.com/2021/01/01/dining/meals-for-a-new-year.html
"At Jaeger-Le Coultre, Time for Dessert",By Ming Liu,2021-09-08T09:00:29+0000,A Paris pastry chef is making four special creations for the watch brand＊s pop-up cafe.,https://www.nytimes.com/2021/09/08/fashion/watches-jaeger-lecoultre-exhibition-cafe-shangai-paris.html
We＊re Being Trampled by a Candidate Stampede,By Gail Collins,2021-05-19T23:20:41+0000,Welcome to the world of over-Zoomed politics.,https://www.nytimes.com/2021/05/19/opinion/nyc-mayoral-candidates-election.html
How to Cook Like a Scandinavian,NA,2021-08-16T16:19:44+0000,Nordic chefs and a cooking-technology expert share culinary practices that can enhance flavor 〞 and sustainability 〞 in your kitchen.,https://www.nytimes.com/paidpost/electrolux/how-to-cook-like-a-scandinavian.html
"Paris Hilton, Admittedly No Cook, Gets Her Own Cooking Show",By Christina Morales,2021-08-04T18:35:46+0000,"※Cooking With Paris,§ on Netflix, is just the latest in a food TV genre starring celebrities who lack professional kitchen experience, and even revel in it.",https://www.nytimes.com/2021/08/04/dining/paris-hilton-netflix-cooking-show.html
Oatly shares soar 30 percent in their public debut.,By Lauren Hirsch and Jack Ewing,2021-05-20T16:42:58+0000,"Sales of the company＊s oat-based drink have soared in the past year, and it has backing from some prominent investors.",https://www.nytimes.com/2021/05/20/business/oatly-stock-price-IPO.html
＆We＊ve Become Too Complicated＊: Where Eric Adams Thinks Democrats Went Wrong,By ＆The Ezra Klein Show',2021-10-01T09:00:15+0000,"New York＊s likely next mayor shares his vision for public safety, housing and ※kitchen table issues.§",https://www.nytimes.com/2021/10/01/opinion/ezra-klein-podcast-eric-adams.html
This Bean Salad Is Ready to Go Places,By Melissa Clark,2021-06-25T15:14:14+0000,"Whether you take it to a picnic or toss it together for dinner, this three-bean salad couldn＊t be fresher, faster or tastier.",https://www.nytimes.com/2021/06/25/dining/three-bean-salad-recipe.html
This Spicy White Bean Soup Is a Poem in a Pot,By Melissa Clark,2021-01-08T17:44:32+0000,"Filled with winter greens, savory beans and just a little bit of turkey, this piquant soup is both hearty and light.",https://www.nytimes.com/2021/01/08/dining/bean-soup-recipe.html
26 Easy Easter Dinner Recipes for When You＊re Tired of Cooking,By Margaux Laskey,2021-03-31T17:31:50+0000,"Celebrate the holiday with these delightful, low-fuss dishes.",https://www.nytimes.com/article/easter-dinner-recipes.html
5 takeaways from the second N.Y.C. mayoral debate.,"By Katie Glueck, Dana Rubinstein and Jeffery C. Mays",2021-10-27T01:52:15+0000,"In the final contest before Election Day, Eric Adams and Curtis Sliwa traded insults and sketched out starkly different visions for the city.",https://www.nytimes.com/2021/10/26/nyregion/nyc-mayoral-debate-takeaways.html
On Sustainability: The Watch Industry＊s Scorecard,By Victoria Gomelsky,2021-09-26T09:05:06+0000,"A collector, a conservationist and an analyst offer their opinions.",https://www.nytimes.com/2021/09/26/fashion/watches-industry-sustainability.html
Topo Chico Is Well Sourced to Win the Seltzer Wars,By Anna P. Kambhampaty,2021-09-10T09:00:21+0000,The sparkling water company is owned and distributed by Coca-Cola.,https://www.nytimes.com/2021/09/10/style/topo-chico-coca-cola.html
A Smoky and Bright Pasta,By Emily Weinstein,2021-12-03T19:20:05+0000,"Vallery Lomas＊s easy recipe gets its delightful heartiness from Andouille sausage, collard greens and white beans.",https://www.nytimes.com/2021/12/03/dining/weeknight-pasta-recipe.html
"Cozy Fall Vibes, No Matter the Temperature",By Tejal Rao,2021-10-21T17:00:05+0000,"Answers to the question, ※Will it gratin?§ and beans three ways.",https://www.nytimes.com/2021/10/21/dining/cozy-fall-recipes.html
Hot New Recipes,By Sam Sifton,2021-05-17T14:30:01+0000,"For the lemon lovers, give creamy chive pasta with lemon, lemon-tahini slaw or spaghetti al limone with shrimp a try this week.",https://www.nytimes.com/2021/05/17/dining/hot-new-recipes.html
Make This Parm,By Emily Weinstein,2021-12-10T18:00:03+0000,Hetty McKinnon＊s mushroom Parmesan is a streamlined vegetarian take you＊ll make again and again.,https://www.nytimes.com/2021/12/10/dining/vegetarian-parmesan-recipe.html
What Our Editors Are Having for Dinner,By Emily Weinstein,2021-03-12T17:40:03+0000,"Smoky tomato carbonara, miso-glazed fish, beans and greens: These recipes are staff-endorsed.",https://www.nytimes.com/2021/03/12/dining/weeknight-recipes-editors.html
"Five-Star, Honey-Glazed Chicken",By Emily Weinstein,2021-11-12T18:00:03+0000,Yewande Komolafe graced us with this one-pan recipe. Don＊t miss it.,https://www.nytimes.com/2021/11/12/dining/one-pan-chicken-weeknight-recipe.html
Just Desserts,By Emily Weinstein,2021-02-19T18:21:00+0000,"We asked, you answered: Here are five reasonably easy desserts for the week ahead.",https://www.nytimes.com/2021/02/19/dining/weeknight-desserts.html
What to Cook This Week,By Sam Sifton,2021-01-17T15:30:03+0000,"Jamaican oxtail stew, white borscht, spicy noodles with chicken and peanuts: Transport yourself by way of your kitchen.",https://www.nytimes.com/2021/01/17/dining/what-to-cook-this-week.html
Your Downsized Resolutions for 2021,By Melissa Kirsch,2021-01-06T21:00:06+0000,Readers＊ plans for the new year.,https://www.nytimes.com/2021/01/06/at-home/newsletter.html
"Once a Bowling Alley Snack, Mozzarella Sticks Are Having a Resurgence",By Priya Krishna,2021-10-29T09:00:11+0000,Americans＊ renewed desire for the nostalgic comfort food may be partly the result of enduring a pandemic.,https://www.nytimes.com/2021/10/29/dining/mozzarella-sticks.html
What to Cook This Week,By Sam Sifton,2021-03-21T14:30:01+0000,Gabrielle Hamilton has a delightful new recipe for a peanut-butter wafer cake that＊s worth your time absolutely.,https://www.nytimes.com/2021/03/21/dining/what-to-cook-this-week.html
The number of U.S. workers quitting their jobs in September was the highest on record.,By Ben Casselman,2021-11-12T16:32:48+0000,"Nearly a million workers quit in the leisure and hospitality industry alone, reflecting the competition for workers after pandemic-induced shutdowns.",https://www.nytimes.com/2021/11/12/business/economy/jobs-labor-openings-quit.html
Review: ＆Tammany Hall＊ Votes the Party Line,By Alexis Soloski,2021-11-03T01:00:06+0000,"An immersive show at the SoHo Playhouse takes theatergoers back to a speakeasy in 1929, when New York was also in a mayoral race.",https://www.nytimes.com/2021/11/02/theater/tammany-hall-review.html
Billie Eilish Sets a Condition for Her Dress: No More Fur,By Jessica Testa,2021-09-13T22:47:02+0000,The story behind the beige-carpet look.,https://www.nytimes.com/2021/09/13/style/met-gala-billie-eilish.html
Food Your Kids Might Actually Eat,By Emily Weinstein,2021-10-08T17:44:17+0000,"Four-cheese flatbreads, crunchy chicken cutlets, breakfast burritos: These recipes may even appeal to the pickiest eaters.",https://www.nytimes.com/2021/10/08/dining/kid-friendly-recipes.html
Billie Eilish Sets a Condition for Her Dress: No More Fur,By Jessica Testa,2021-09-13T22:47:02+0000,The story behind the beige-carpet look.,https://www.nytimes.com/2021/09/13/style/met-gala-billie-eilish.html
Breaking the Monotony of Winter,By Melissa Kirsch,2021-01-22T21:00:04+0000,No more Groundhog Days.,https://www.nytimes.com/2021/01/22/at-home/newsletter.html
A Soup to Make You Feel Better,By Sam Sifton,2021-01-13T15:30:01+0000,"Melissa Clark＊s latest, a lemony white bean soup with greens and ground turkey, is versatile, and supremely comforting.",https://www.nytimes.com/2021/01/13/dining/a-soup-to-make-you-feel-better.html
Risi e Bisi Time!,By Sam Sifton,2021-04-14T14:30:01+0000,"Gabrielle Hamilton＊s lovely take on the dish favors vegetables over the rice, green and vibrant against its creamy, cheesy background.",https://www.nytimes.com/2021/04/14/dining/risi-e-bisi-time.html
Chocolates Flavored With History and Heritage,By Tina Isaac-Goiz谷,2021-11-19T10:00:20+0000,"Palomas, one of the oldest chocolateries in Lyon, France, has joined with a heritage fabric maker to create a 300-piece offering.",https://www.nytimes.com/2021/11/19/fashion/chocolates-palomas-lyon-france.html
What to Do This Weekend,By Melissa Kirsch,2021-03-19T20:00:06+0000,"Make ham, listen to Lana Del Rey.",https://www.nytimes.com/2021/03/19/at-home/newsletter.html
The Most Exciting Place to Eat in Los Angeles Is Chinatown,By Tejal Rao,2021-06-15T09:00:35+0000,"Through the trying 18 months of the pandemic, the neighborhood has had an influx of dynamic new dining options 〞 from stone-fruit panna cotta to crackling roast pork.",https://www.nytimes.com/2021/06/15/dining/chinatown-los-angeles-restaurants.html
The ＆Hedonistic Altruism＊ of Plant-Based Meat,By David Gelles,2021-08-27T14:00:09+0000,"Ethan Brown, the founder and C.E.O. of Beyond Meat, on his moral and environmental priorities.",https://www.nytimes.com/2021/08/27/business/ethan-brown-beyond-meat-corner-office.html
The Winners of Our 8th Annual Student Editorial Contest,By The Learning Network,2021-06-15T18:37:07+0000,"We received more than 11,000 entries from students around the world. The winning essays take on food waste, snow days, body hair and more.",https://www.nytimes.com/2021/06/15/learning/the-winners-of-our-8th-annual-student-editorial-contest.html
How a Leader in Criminal Justice Reform Spends Her Sundays,By Tammy La Gorce,2021-04-23T09:00:13+0000,"Her work is nonstop, but Soffiyah Elijah finds time in the wee hours of the morning to take a sauna and practice yoga and qigong.",https://www.nytimes.com/2021/04/23/nyregion/criminal-justice-nyc-Soffiyah-Elijah.html
New York City Sues L＊Officiel Magazine for Not Paying Freelancers,By Jessica Testa,2021-12-02T08:00:13+0000,Two dozen workers say they are owed thousands of dollars in unpaid wages. The city wants to teach fashion and media a lesson.,https://www.nytimes.com/2021/12/02/style/lofficiel-magazine-lawsuit.html
Hundreds Line Up as Britain＊s First Popeyes Opens,By Jenny Gross and Chris Stanford,2021-11-22T18:53:46+0000,Curious customers waited for hours at an East London shopping mall to get a taste of the Louisiana-based restaurant＊s fried chicken.,https://www.nytimes.com/2021/11/22/business/popeyes-london.html
A Wedding 18 Years in the Making for Colorado Governor,By Tammy La Gorce,2021-09-24T09:00:11+0000,When Colorado Gov. Jared Polis and Marlon Reis met in 2003 neither imagined they would one day be married.,https://www.nytimes.com/2021/09/24/style/Colorado-Gov-Jared-Polis-and-Marlon-Reis-married.html
"In ＆Bewilderment,＊ Richard Powers Smothers Nature With Piety",By Dwight Garner,2021-09-15T09:00:02+0000,A grieving astrobiologist bemoans the state of the planet while raising his sensitive 9-year-old son in Powers＊s new novel.,https://www.nytimes.com/2021/09/15/books/review-bewilderment-richard-powers.html
The Corset Keeps Coming Back,By Ilana Kaplan,2021-12-15T17:17:06+0000,"As we trade sweatpants for formality and fun, corsets are one of the things to reign supreme.",https://www.nytimes.com/2021/12/15/style/corset-comeback.html
The TikTok Feta Effect,By Rachel Wharton,2021-02-26T20:18:42+0000,Cheese suppliers have been swept up in the video recipe phenomenon known as baked feta pasta.,https://www.nytimes.com/2021/02/26/dining/baked-feta-pasta-tiktok.html
Climate Activist Jailed in India as Government Clamps Down on Dissent,By Sameer Yasir,2021-02-15T16:20:29+0000,"Disha Ravi, 21, is facing sedition charges, accused of sharing a Google Doc about the farmers protest with Greta Thunberg.",https://www.nytimes.com/2021/02/15/world/asia/climate-activist-jailed-india.html
Downscale Your Super Bowl Spread,By Florence Fabricant,2021-01-31T02:59:07+0000,"You probably won＊t be watching with a crowd, but you can still have wings, dip and a sub-style sandwich to eat during the game.",https://www.nytimes.com/2021/01/30/at-home/downscale-your-super-bowl-spread.html
"12 Easy, One-Bowl Cookies for a Simply Sweet Season",By Margaux Laskey,2021-12-10T10:00:28+0000,"If you have a hankering for a treat, but don＊t have time for the cleanup, these recipes are for you.",https://www.nytimes.com/2021/12/10/dining/easy-cookies-one-bowl.html
17 Restaurants Where New Yorkers Can Make Up for Lost Time,By Pete Wells,2021-04-20T09:00:24+0000,Spring blossoms and vaccinations are bringing the city out of hibernation. Pete Wells shares his favorite places that opened while many of us were staying home.,https://www.nytimes.com/2021/04/20/dining/restaurants-nyc-return.html
24 Vegetarian Grilling Recipes for Labor Day Weekend,By Alexa Weibel,2021-07-07T14:58:51+0000,Upgrade your menu with these deeply flavorful vegetarian options.,https://www.nytimes.com/article/vegetarian-grilling-recipes.html
"Summer Days, Drifting Away",By Julia Carmel,2021-09-01T09:00:13+0000,"It＊s not over just yet, but we＊re getting ready to bid the season farewell. (Plus, cocktail and ice cream recommendations!)",https://www.nytimes.com/2021/09/01/nyregion/summer-new-york-cocktails-ice-cream.html
"Eric Adams, Once a Political Outsider, Conquers the Inside Game","By Katie Glueck, Dana Rubinstein and Jeffery C. Mays",2021-07-08T00:08:47+0000,Mr. Adams won the Democratic primary for mayor of New York City by portraying himself as a working-class politician who understood the concerns of average New Yorkers.,https://www.nytimes.com/2021/07/07/nyregion/eric-adams-mayor-nyc.html
100 Black-Owned Businesses You＊ll Love,NA,2021-05-25T00:51:52+0000,"A century after the Tulsa Massacre, it＊s more important than ever to support diverse businesses. This list makes it easy.",https://www.nytimes.com/paidpost/massmutual/100-black-owned-businesses-youll-love.html
The Latest Trend in Baking? Making a Mess,"By Alicia Kennedy, Jennifer Livingston and Haidee Findlay-Levin",2021-11-08T15:26:21+0000,A new generation of confectioners is eschewing the primness and precision of traditional cakes and creating confections as delightful as they are subversive.,https://www.nytimes.com/2021/11/08/t-magazine/messy-cakes-baking-instagram.html
Gage & Tollner and Its Bar Open for Delivery and Pickup,By Florence Fabricant,2021-02-16T17:58:40+0000,"Pizza from Justin Smillie of Il Buco Alimentari & Vineria, maki on the Upper West Side, and more restaurant news.",https://www.nytimes.com/2021/02/16/dining/nyc-restaurant-news.html
"Anne Saxelby, Who Championed Fine American Cheeses, Dies at 40",By Florence Fabricant,2021-10-11T21:32:22+0000,"When she opened her shop on the Lower East Side of Manhattan in 2006, she helped put American cheeses on the map, and on shopping lists.",https://www.nytimes.com/2021/10/11/dining/anne-saxelby-dead.html
Jimmy Kimmel Skewers Andrew Cuomo Over Sexual Harassment Allegations,By Trish Bendix,2021-03-03T07:16:30+0000,"※In the span of one month, Andrew Cuomo has somehow done the impossible: He made Bill de Blasio the second-most-hated politician in New York,§ Kimmel said.",https://www.nytimes.com/2021/03/03/arts/television/jimmy-kimmel-andrew-cuomo-sexual-harassment.html
Every Object Was a Canvas,By Andr谷 Wheeler,2021-12-02T08:00:14+0000,Virgil Abloh expanded the idea of what a collaboration could be.,https://www.nytimes.com/2021/12/02/style/every-object-was-a-canvas.html
"Cadence, Serving Plant-Based Southern and Soul Food, Opens",By Florence Fabricant,2021-03-30T17:37:36+0000,"Loeb Boathouse in Central Park reopens; a fried chicken pop-up in Greenwich Village, and more restaurant news.",https://www.nytimes.com/2021/03/30/dining/nyc-restaurant-openings.html
The Lindy Way of Living,By Ezra Marcus,2021-06-17T07:00:07+0000,A technology lawyer named Paul Skallas argues we should be gleaning more wisdom from antiquity.,https://www.nytimes.com/2021/06/17/style/lindy.html
"How Eating Out Has Changed, From the Menu to the Tip",By The New York Times Food Desk,2021-09-07T09:00:02+0000,"Early-bird dinners, sturdier pizzas, noisier streets: The pandemic has brought a host of new developments that could last awhile.",https://www.nytimes.com/interactive/2021/09/07/dining/restaurant-changes.html
The Beauty Brands Cutting Down on Packaging,By Sable Yong,2021-07-14T13:00:12+0000,"Increasingly, companies are promising to help you build a routine that is closer to being waste-free.",https://www.nytimes.com/2021/07/14/t-magazine/sustainable-beauty-plastic-packaging.html
Tour a Tenement and Celebrate Passover,By Emma Grillo and Danya Issawi,2021-03-21T03:59:08+0000,"This week, stream a French film, watch a ballet performance and learn about restoring Earth＊s oceans.",https://www.nytimes.com/2021/03/20/at-home/french-films-passover.html
"El Ping邦ino, Focusing on Seafood in Greenpoint, Opens",By Florence Fabricant,2021-11-23T17:46:58+0000,"A Times Square branch of AweSum DimSum, Momofuku Ssam Bar at Seaport District expands, and more restaurant news.",https://www.nytimes.com/2021/11/23/dining/new-york-restaurant-openings.html
A New Watch Brand Says It＊s ＆Circular Swiss Made＊,By Victoria Gomelsky,2021-11-01T09:08:07+0000,"ID Gen豕ve＊s debut watch features refurbished movements, recycled stainless steel and compostable packaging.",https://www.nytimes.com/2021/11/01/fashion/watches-id-geneve-circular-model.html
"Watches, Unusual Names and Social Responsibility",By Rachel Felder,2021-09-26T09:02:07+0000,Brands like DecideAndAct and Triwa say they create timepieces with the planet in mind.,https://www.nytimes.com/2021/09/26/fashion/watches-social-responsibility.html
In Defense of the Lazy Picnic,By Julia Carmel,2021-08-18T09:00:08+0000,Let＊s pick up some food and head to the park with friends.,https://www.nytimes.com/2021/08/18/nyregion/in-defense-of-the-lazy-picnic.html
Louise Linton Has Made a Movie,By Brooks Barnes,2021-01-09T10:00:11+0000,"Scoffed at for conspicuous consumption, the wife of the departing Treasury secretary sends herself up in a camp-tastic dark comedy, ※Me You Madness.§",https://www.nytimes.com/2021/01/09/style/louise-linton-steve-mnuchin-wife-movie.html
"Barbecued, Battered, Boiled and Baked: Cookbooks for Summer",By Jenny Rosenstrach,2021-05-27T13:55:13+0000,The season＊s newest cookbooks celebrate feel-good dishes from around the globe.,https://www.nytimes.com/2021/05/27/books/summer-cookbooks.html
A Stand-Up Set at the Swipe of a MetroCard,By Julia Jacobs,2021-04-02T14:00:09+0000,"For about three months, an Upper West Side comedy club has been organizing Saturday-night shows on the 1 train.",https://www.nytimes.com/2021/04/02/arts/television/subway-comedy-show.html
Your Monday Briefing,By Natasha Frost,2021-11-29T05:08:58+0000,Omicron moves across the world.,https://www.nytimes.com/2021/11/29/briefing/omicron-britain-supply-shortages.html
"Booster Shots, Jon Gruden, 50 Top U.S. Restaurants: Your Tuesday Evening Briefing",By Remy Tumin,2021-10-12T22:15:33+0000,Here＊s what you need to know at the end of the day.,https://www.nytimes.com/2021/10/12/briefing/booster-shots-jon-gruden-50-top-us-restaurants.html
"Meet Doc PJ, the Physician Who Finds Peace in an Uphill Climb",By Shauna Farnell,2021-12-29T10:00:21+0000,Dr. Craig Perrinjaquet has skied up a Colorado mountain every winter morning for 30 years. A friend says it＊s the least interesting thing about him.,https://www.nytimes.com/2021/12/29/sports/ski-uphill-breckenridge-doc-pj.html
"Omicron, Myanmar, Christmas: Your Friday Evening Briefing",By Remy Tumin,2021-12-24T21:54:04+0000,Here＊s what you need to know at the end of the day.,https://www.nytimes.com/2021/12/24/briefing/omicron-myanmar-christmas.html
Well＊s Guide for Getting Through the Holidays,By Tara Parker-Pope,2021-11-05T00:22:37+0000,"We＊ve got guidance for lowering risk and coping with unvaccinated relatives, and a gift guide for better living.",https://www.nytimes.com/2021/11/04/well/holidays-covid-vaccines.html
"What＊s in the Oscars Gift Bags, and Why the Tradition Endures",By Brooks Barnes and Jill Cowan,2021-04-23T12:58:05+0000,"Friday: Much will be different at this year＊s awards, but stars can still lay claim to free liposuction and a getaway to French Polynesia.",https://www.nytimes.com/2021/04/23/us/oscars-gift-bags.html
"Chicago＊s Signature Sandwich, Italian Beef, Gets a Multicultural Update",By Priya Krishna,2021-12-27T15:49:10+0000,"In this city so protective of its traditions, a new generation of cooks is creating fresh variations on a deliciously soggy sandwich.",https://www.nytimes.com/2021/12/27/dining/italian-beef-sandwich-chicago.html
Who Wants to Hang Out With Eric Adams in Puerto Rico? Everyone.,By Emma G. Fitzsimmons and Katie Glueck,2021-11-07T19:37:20+0000,Mr. Adams celebrated his victory in the New York City mayoral race with elected officials and lobbyists at a nonstop tropical party known as Somos.,https://www.nytimes.com/2021/11/07/nyregion/eric-adams-somos-mayor.html
Your Tuesday Briefing,By Melina Delkic,2021-11-22T21:30:37+0000,Austria entered a nationwide lockdown.,https://www.nytimes.com/2021/11/22/briefing/europe-covid-lockdowns-peng-shuai-ioc.html
"Chicago＊s Signature Sandwich, Italian Beef, Gets a Multicultural Update",By Priya Krishna,2021-12-27T15:49:10+0000,"In this city so protective of its traditions, a new generation of cooks is creating fresh variations on a deliciously soggy sandwich.",https://www.nytimes.com/2021/12/27/dining/italian-beef-sandwich-chicago.html
Who Wants to Hang Out With Eric Adams in Puerto Rico? Everyone.,By Emma G. Fitzsimmons and Katie Glueck,2021-11-07T19:37:20+0000,Mr. Adams celebrated his victory in the New York City mayoral race with elected officials and lobbyists at a nonstop tropical party known as Somos.,https://www.nytimes.com/2021/11/07/nyregion/eric-adams-somos-mayor.html
A Pro E-Sports Team Is Getting $210 Million to Change Its Name,By Kellen Browning,2021-06-04T13:01:07+0000,"The deal between TSM, which fields competitive video game teams, and the Hong Kong-based FTX exchange, rivals the kinds of deals top sports franchises land to name arenas and stadiums.",https://www.nytimes.com/2021/06/04/sports/esports-name-change-tsm-ftx.html
